Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Drama,6,6,Singh,Motilal,Nigar,Chandrashekhar
Drama,6,51,Subba,Mehmood,Padmini,Bharathi
Action,4,24,Anand,Suneil,Ting,Sadashiv
Comedy,6,6,Kumar,Aftab,Vivek,Riteish
Comedy,5,5,Sagar,Rajpal,Stefy,Supriya
Documentary,7,42,Kaul,Robin,Anita,Ashok
Comedy,5,6,Bhardwaj,Pankaj,Imran,Anushka
Drama,7,2,Jha,Tulip,Sudhir,Sushant
Drama,4,5,Kapur,Shahid,Sonam,Anupam
Drama,7,6,Ramsay,Geeta,Anil,Vijayendra
Horror,4,6,Shah,Hemant,Brij,K.K.
Action,4,10,Rao,Krishna,Jaya,Sridevi
Drama,5,2,Mehta,Deepa,Farooq,Raj
Drama,7,55,Kashyap,Dev,Mala,Lalita
Adventure,6,21,Mistry,Mahipal,Anita,Raj
Drama,7,9,Tripathi,Abhi,Kanan,Satyajeet
Drama,7,16,Balakrishna,Manjula,Rajkumar,Srinath
Adventure,5,16,Sahu,Kishore,Sumitra,Odette
Comedy,6,17,Ali,Vinod,Moushumi,Aruna
Drama,5,14,Kumar,Randhir,Parveen,Manmohan
Action,4,8,Dixit,Bina,Feroz,Goga
Drama,7,7,Mehta,Muzahid,Indrisha,Tanushri
Drama,4,12,Chandra,Ishrat,Coca,Poonam
Drama,7,13,Modi,Dolly,Sona,Bharat
Drama,7,12,Bose,Sadhona,Ahindra,Rajlakshmi
Romance,5,14,Ravi,Avinash,Ashwini,Pran
Romance,6,19,Sinha,Sandesh,Venus,Suhani
Action,5,13,Kumar,Feroz,Salma,Prasenjit
Mystery,6,18,Mittal,Kuldeep,Naina,Arjun
Action,4,19,Ghelan,Birbal,Aashish,Juhi
Romance,5,44,Ravi,Sadashiv,Harbans,Mithun
Drama,6,22,Singh,A.,Mahendra,Sarika
Romance,5,11,Juneja,Harnam,Gurdip,Sujoy
Adventure,7,7,Amarnath,Gope,Hiralal,Nalini
Drama,6,16,Haider,Kishore,Chanchal,Pradeep
Action,5,6,Pratyagatma,Biswajit,Rekha,Sulochana
Drama,5,6,Yusuf,Ajit,Jayashree,Veena
Action,7,21,Sen,Vinod,Raj,Ranjeeta
Comedy,5,23,Prakash,Ashok,Nanda,Shashi
Drama,5,17,Rao,Jeetendra,Rekha,Anita
Drama,7,47,Bhimsingh,Ashok,Sulochana,Sunil
Drama,6,41,Singh,Chamkara,Chamak,Lal
Drama,6,44,Mehra,Sanjay,Feroz,Mumtaz
Comedy,7,36,Talwar,Meena,Shammi,Pratima
Comedy,7,31,Mukherjee,Lalita,David,Tanuja
Thriller,6,17,Ram,Yogeeta,Vinod,Johnny
Drama,5,11,Singh,Dara,Ratan,Mumtaz
Drama,7,11,Hazarika,Bengia,Nabam,Tadu
Comedy,6,56,Kaushik,Jackie,Archana,Koel
Romance,4,8,Chandrashekhar,Gopi,Dinesh,Aruna
Action,5,21,Raghavendra,Nagarjuna,Amrish,Sridevi
Action,4,36,Kashyap,Sanjay,Anita,Gulshan
Action,6,7,Muthuraman,S.P.M.,Rati,Y.G.
Action,5,35,Raj,Jackie,Meenakshi,Shakti
Drama,5,27,Guha,Dharmendra,Moushumi,Johnny
Drama,4,7,Karnam,Rohan,Anuradha,Sahil
Drama,6,13,Krishnan,S.,Dharmendra,Nanda
Action,4,19,Thyagaraajan,Mithun,Abhi,Shreeram
Drama,4,14,Raghavendra,Jeetendra,Jaya,Rajiv
Action,5,10,Kumar,Sanjay,Saira,Ajit
Musical,4,9,Ganguly,Beena,Master,Ardhendu
Action,5,12,Khosla,Shatrughan,Smita,Geeta
Drama,4,20,Vohra,Raj,Smita,Meenakshi
Thriller,5,11,Prasad,Rana,Kirti,Kirti
Drama,5,13,Bose,Vijay,Nazima,Suresh
Comedy,5,8,Abbas,Imran,Katrina,Ali
Comedy,6,4,Chibber,Saqib,Rhea,Ram
Drama,5,45,Ravi,Arshad,Namrata,Mukul
Comedy,4,7,Bhavsar,Yash,Navina,Hetvi
Comedy,6,26,Raghunath,Aadil,Catherine,Kiran
Drama,7,53,Guha,Sharmila,Jeetendra,Balraj
Drama,6,59,Kumar,Mala,Raaj,Jeetendra
Drama,6,10,Bose,Dev,Indrani,Jagdev
Comedy,6,31,Simon,Mohit,Afsheen,Shadab
Drama,5,9,Kumar,Javed,Shreeram,Mushtaq
Drama,6,55,Vakil,Mithun,Juhi,Shanti
Drama,6,10,Kumar,Navin,Rakhee,Ajit
Musical,7,53,Kumar,Asha,Biswajit,Pran
Drama,4,56,Raghavendra,Asrani,Rakesh,Laxmikant
Comedy,5,2,Gadhvi,Uday,Jimmy,Bipasha
Drama,4,15,Kumar,Chandrashekhar,Sanjay,Farheen
Romance,4,20,Purohit,Manish,Rahul,Mreega
Action,6,56,Rajendra,Jeetendra,Hema,Om
Action,5,22,Raghu,Rajinikanth,Zeenat,Sonia
Action,4,15,Ali,Vishal,Rakesh,Birbal
Drama,5,18,Akhtar,Sunil,Waheeda,Kamini
Action,5,7,Shah,Shakti,Amit,Sapna
Action,7,1,Ghai,Anil,Girish,Nutan
Action,4,19,Shah,Dharmendra,Sapna,Satnam
Action,4,9,Chouhan,Sadashiv,Bharat,Puneet
Comedy,4,28,Ghosh,Jatin,Hina,Monalisa
Family,5,10,Gilatar,Sulabha,Mithun,Shahid
Comedy,6,4,Roy,Ayushmann,Parineeti,Aarnaa
Drama,7,53,Rakhan,Ashok,Pradeep,Asha
Action,5,16,Mitra,Shashi,Mithun,Vinod
Comedy,6,2,Varma,Kumar,Manish,Dean
Drama,6,3,Mehta,Rajat,Vansh,Anupam
Action,4,13,Amjad,Jalal,Urmila,Mithun
Drama,4,7,Bhattacharya,Sharmila,Sanjay,Prakash
Comedy,7,19,Khosla,Dev,Geeta,K.N.
Drama,6,23,Ishara,Shatrughan,Reena,Danny
Drama,4,1,Kaushik,Kareena,Shahid,Aarti
Drama,7,1,Mukherjee,Jaya,Amitabh,Usha
Action,5,50,Sharma,Mithun,Prem,Siddharth
Comedy,6,9,Modi,Muntazir,Diveyaa,Divyaa
Drama,6,5,Kumar,Aamir,Manisha,Sharmila
Drama,7,1,Mehta,Smita,Naseeruddin,Om
Drama,5,11,Amarnath,Noor,Trilok,Gulab
Romance,7,27,Kapoor,Shyama,Shammi,Ram
Action,4,1,Omprakash,Harshvardhan,Saiyami,Art
Action,4,17,Mirza,Mahrukh,Shahrukh,Naseeruddin
Adventure,5,7,Rajhans,Nissar,Sardar,Zebunissa
Drama,7,12,Rashid,Suraiya,Shyam,Sharda
Drama,6,17,Wadia,Fearless,Sardar,Sayani
Drama,7,17,Johar,Nargis,Pradeep,Pran
Crime,6,3,Ahluwalia,Nawazuddin,Niharika,Anil
Comedy,6,8,Desai,Kishore,Vyjayanthimala,Agha
Drama,6,9,A.,Aghajani,Jehanara,Agha
Comedy,6,35,Prasad,Meena,Kishore,Gemini
Drama,4,6,Chellappan,Kollam,Lalu,Suresh
Comedy,7,14,Mahendra,Vinay,Ankur,Salim
Drama,5,2,Abhyankar,Manoj,Tabu,Annu
Action,6,6,Vinod,Sanjay,Hrithik,Preity
Drama,6,12,Shakti,Akshay,Vidya,Taapsee
Action,5,16,Alter,Genelia,Venkatesh,Prakash
Action,5,10,Ahmad,Arjun,Aruna,Imran
Comedy,7,1,Kapoor,Ranvir,Neha,Naseeruddin
Comedy,6,2,Kakkar,Jackky,Kritika,Prateik
Drama,4,13,Razdan,Hazel,Gulshan,Iravati
Action,5,27,Durrani,Ferdous,Sharbani,Rani
Action,4,35,Kumar,Chunky,Neelam,Sonam
Comedy,6,20,Rami,Nagarjuna,Ramya,Meena
Romance,4,6,Bhattacharya,Pradeep,Sayeeda,Smriti
Family,4,9,Kapila,Padmini,Shammi,Raj
Action,4,13,Alam,Aparajita,Mohnish,Rakesh
Drama,6,23,Mirza,Nanda,Shashi,Ramesh
Action,5,50,Mehra,Raaj,Hema,Sanjay
Action,5,45,Bokadia,Rishi,Zeba,Ashwini
Action,5,12,Pappu,Amjad,Kulbhushan,Jamuna
Comedy,5,38,Nirula,Dharmendra,Rajshree,Mehmood
Musical,7,27,Chopra,Amitabh,Shah,Uday
Comedy,6,1,Prakash,Sunny,Sakshi,Ravi
Drama,7,32,Philip,Mohan,Lillete,Ira
Action,5,10,Gowariker,Hrithik,Pooja,Kabir
Action,7,7,Rai,Akshay,Sunil,Raveena
Thriller,4,45,Singh,Bidita,Meghna,Ehsan
Drama,4,13,P.,Chinmay,Sukhada,Sanjiv
Crime,7,9,Udyawar,Sridevi,Sajal,Akshaye
Crime,5,11,Kumar,Ratan,Tanuja,Prem
Comedy,4,7,Pal,Ganesh,Dhananjay,Rajkumar
Action,6,1,Kumar,Vijay,Nawazuddin,Neeraj
Comedy,7,23,Nair,Naseeruddin,Lillete,Shefali
Crime,5,28,Shah,Ayaz,Uppekha,Anima
Action,4,21,Misra,Joy,Kumud,Dev
Drama,7,1,Gee,Vishnu,Kajal,Sunil
Drama,7,33,Kumar,Rajni,Raj,Amitesh
Comedy,4,54,Kumar,Jeetendra,Rekha,Randhir
Action,4,10,Maheswara,Arvind,Nagma,Charu
Comedy,7,2,Grewal,Menekka,Sarthak,Sagar
Comedy,5,6,Om,Rajendra,Aditya,Nandana
Comedy,6,6,Dhawan,Akshay,Juhi,Paresh
Mystery,4,47,Kumar,Narendra,Mahima,Bobby
Comedy,4,21,Ghosh,Kishore,Mushtaq,Shahbaaz
Action,7,14,Kapur,Anil,Sridevi,Amrish
Comedy,6,31,Sippy,Geeta,I.S.,Helen
Comedy,4,53,Kapoor,Annu,Rajveer,Om
Action,6,1,Kumar,Amitabh,Rekha,Ajit
Drama,6,17,Mukherjee,Shashi,Rinku,Kiran
Comedy,7,27,Vasan,Motilal,Padmini,Kanhaiyalal
Crime,5,20,Bhatt,Ashok,Nalini,Ragini
Fantasy,7,5,Ahmad,Amol,Shabana,Tom
Drama,5,6,s,Rose,Manoj,Aaditya
Crime,4,11,Kunder,Jacqueline,Manoj,Mohit
Action,6,8,Ram,Muntazir,Charanpreet,Honeypreet
Action,6,7,Ram,Muntazir,Ashok,Bhushan
Action,5,11,Arora,Gurmeet,Gurmeet,Daniel
Comedy,5,3,Bazmee,Anil,Arjun,Ileana
Drama,7,13,Khan,Yash,Utkarsh,Nikhil
Action,6,48,Bapaiah,Sadashiv,Vikas,Asrani
Mystery,6,7,Shah,Kaluram,Milind,Ali
Drama,6,45,Rao,Rati,Mithun,Rekha
Drama,5,1,Kaushik,Tusshar,Kareena,Amrish
Action,5,5,Mitra,Mahendra,Neeta,Deepika
Drama,6,25,Desai,Salim,Irrfan,Amit
Comedy,6,3,Asthana,Saqib,Saba,Nishant
Comedy,6,14,Dhawan,Salman,Akshay,Priyanka
Drama,6,21,Ralhan,Shammi,Ragini,Shubha
Drama,6,11,Ramesh,Ravikant,Sahil,Raja
Drama,7,27,Sasi,Mammootty,Rahman,Chitra
Drama,6,14,Sinha,Taapsee,Rishi,Neena
Drama,4,25,Das,Jeetendra,Hema,Shatrughan
Drama,6,12,Katara,Masoom,Charul,Rituraj
Family,4,27,Radhakrishna,Chetanya,Jhuma,Alibail
Action,5,8,Jaleel,Aman,Mohsin,Muzzi
Drama,7,6,Kamat,Paresh,Kay,Irrfan
Action,6,7,Gupta,John,Emraan,Mahesh
Comedy,5,24,Nagendra,Alieesa,Rafiq,Chrissy
Comedy,4,40,Somal,Kirron,Kanwaljit,Jackie
Drama,5,7,Kishore,Anil,Yogeeta,Ramesh
Action,4,24,Shah,Dharmendra,Sapna,Durgesh
Action,6,20,Kohli,Sunil,Shatrughan,Rajesh
Action,5,13,Bokadia,Vinod,Zeba,Aditya
Crime,5,32,Prasad,Mithun,Ayesha,Rohit
Drama,5,36,Tandon,Shashi,Rekha,Parikshit
Action,4,48,Mehra,Raaj,Rakhee,Raj
Drama,7,2,Mehra,Amitabh,Vinod,Rakhee
Comedy,6,9,Iqbal,Sanjay,Asrani,Natalya
Comedy,7,5,Kumar,Sudhir,Kunal,Roma
Drama,5,3,Basu,Mallika,Ashmit,Emraan
Action,6,6,Suri,Emraan,Jacqueline,Prashant
Drama,4,2,Bhatt,Randeep,Aditi,Sara
Drama,6,15,Patel,Rekha,Naseeruddin,Moon
Action,5,1,Gupta,Anil,Sameera,Aditya
Romance,5,31,Randhawa,J.S.,Sonal,Sanjay
Comedy,4,13,Som,Mukesh,Rajshree,Arijit
Action,4,7,Anand,Kumar,Poonam,Vikas
Action,7,2,Ravikumar,Rajinikanth,Meena,Sarath
Drama,5,28,Kumar,Dev,Aishwarya,Mursaleem
Drama,6,8,Nikash,Varun,Azmat,Shoib
Comedy,7,24,Joseph,Zenia,Romin,James
Drama,6,13,Iqbal,Pramod,Narendra,Sagar
Animation,4,59,S.,Aayush,Harsh,Kurush
Animation,4,45,S.,Rahul,Baba,Makarand
Romance,6,26,Chaudhury,Op,Mudasir,Shaina
Romance,6,23,Sukhdev,Shashi,Sharmila,Rajendranath
Drama,6,13,Shandilya,Kanwaljit,Yashpal,Malay
Drama,5,13,Dhoble,Meera,Sukanya,Sandeep
Thriller,4,6,Chhabra,Dhananjay,Prem,Aarti
Action,7,12,Singh,Anushka,Neil,Darshan
Romance,5,9,Somal,Lillete,Gurpreet,Gary
Comedy,5,2,Sablok,Saif,Hrithik,Esha
Action,4,20,Subash,Abhimanyyu,Govinda,Aruna
Romance,5,14,Hasan,Shashi,Hema,Rajendranath
Drama,7,28,Rao,Sudha,Shekhar,Aruna
Adventure,6,6,B.,Manher,Helen,Trilok
Adventure,5,14,Mistry,Jayshree,Prithviraj,Shree
Fantasy,4,17,Menon,Rakesh,Donald,Gajendra
Drama,6,21,Padmanabham,Jeetendra,Leena,Nirupa
Action,5,3,Murugadoss,Sonakshi,Anurag,Konkona
Thriller,4,34,Kashyap,Shashi,Sanjay,Amrita
Action,6,5,Nair,Taapsee,Akshay,Manoj
Crime,4,11,Dewani,Bhanu,Daya,Gulshan
Action,5,5,Desai,Kamal,Biswajit,Shatrughan
Drama,6,18,Dang,Abhay,Arzoo,Dipanshu
Comedy,7,13,Madhok,Madhubala,Abhi,Vijayalaxmi
Horror,4,27,Prasad,Meenakshi,Nitish,Sadashiv
Romance,6,12,Singh,Dev,Madhubala,Sunalini
Drama,6,13,Verma,Asha,Navin,Nirupa
History,7,8,Tripathi,Feroz,Kumari,Sheikh
Drama,6,46,Sahu,Dilip,Kamini,David
Romance,5,13,Ralhan,Rakesh,Yogeeta,Prem
Action,4,24,Kumar,Dharmendra,Jeetendra,Anita
Drama,5,23,Sai,Soundarya,Prema,Sai
Adventure,6,8,Soni,Vijay,Rita,Mahesh
Mystery,6,21,Dave,Nutan,Nasir,Bipin
Action,4,6,Bhagwan,Master,Khurshid,Master
Drama,7,7,J.,Jeevan,Ranjana,Rajkumari
Drama,6,20,Sridhar,Ashok,Mala,Raaj
Drama,6,13,Chandra,Rajeev,Tanuja,Ulhas
Drama,7,3,Bhargava,Arjun,Manav,Anand
Drama,6,28,Mishra,Shashi,Moushumi,Rehman
Action,4,18,Kumar,Shatrughan,Sonam,Chunky
Drama,6,15,Nanda,Baldev,Zarina,Leela
Drama,7,30,Khan,Ashok,Sitara,Veena
Drama,6,30,Naik,Kulbhushan,Raj,Swaroop
Drama,7,42,Imam,Inaamulhaq,Sharib,Kumud
Drama,5,7,Harish,Ashok,Manoj,Shakila
Crime,5,56,Savalkar,Malaika,Jhuma,Suresh
Action,6,12,Kumar,Durba,Kumar,Rajeev
Action,4,51,Sharma,Sanjay,Farha,Sidhant
Action,7,2,Mehra,Waheeda,Shashi,Amitabh
Drama,7,1,Mukherjee,Rajesh,Amitabh,Simi
Comedy,7,20,Amrutlal,Akshay,Katrina,Rishi
Drama,7,16,Singh,Kishore,Kamini,Leela
Drama,6,41,Mukherjee,Raj,Vinod,Zeenat
Romance,4,13,Khan,Muntazir,Christeena,Princy
Fantasy,6,12,Menon,Abid,Agha,Kishore
Action,6,24,Prakash,Pran,Ajit,Anwar
Crime,5,1,Alibhai,Mastan,Bobby,Akshaye
Drama,4,28,Khosla,Rishi,Farha,A.K.
Action,6,27,Sehdeva,Rahuul,Eklavey,Deepak
Biography,6,6,Goel,Shahu,Radhakrishan,Pratima
Drama,7,21,Bose,Sunil,Nanda,Om
Drama,6,11,Bose,Leela,Bhanu,Najmul
Comedy,6,13,Johar,Anitav,Kanauj,Shahi
Action,7,1,Desai,Amitabh,Shatrughan,Rishi
Action,5,32,Sen,Rajesh,Shabana,Deepti
Drama,6,11,Chopra,Om,Priya,Sadashiv
Comedy,6,32,Johar,Nalini,Ajit,Ulhas
Drama,5,9,Kanwar,Vijay,Moushumi,Snehlata
Action,4,7,Nanda,Bindu,Mehmood,Ashish
Action,6,25,Naryani,Bharat,Vaibhav,Sikandar
Drama,6,9,Kumar,Ashok,Nalini,Kuldip
Drama,5,13,Kaul,Nalini,Prem,Nawab
Drama,6,30,Kaul,Samir,Vikrishnah,Anu
Drama,6,8,Jagneshwar,Bhalchandra,Arvind,Ishwarlal
Crime,6,12,Marbros,Sanjeev,Balraj,Indrani
Action,6,18,Modi,Sohrab,Raaj,Mala
Comedy,5,4,Sippy,Ayushmann,Kunaal,Pooja
Drama,7,38,Sivan,Shweta,Apeksha,Bobby
Romance,5,12,Amarnath,Kishore,Meena,Kumkum
Comedy,5,12,Babuji,Vinod,Reena,Rekha
Action,5,53,Bhatt,Rishi,Bhavana,Danny
Drama,6,50,Raghavendra,Rajesh,Padmini,Sridevi
Drama,5,7,Talwar,Ashok,Vyjayanthimala,Bharat
Drama,4,13,Rakshit,Rita,Bharat,Govinda
Crime,4,9,Dutt,Abhijeet,Ramesh,Seema
Action,7,14,Shankar,Anil,Rani,Amrish
Action,6,19,Bhatt,Amulaya,Laxmikant,Mohan
Comedy,6,50,Sridhar,Raj,Vyjayanthimala,Usha
Drama,4,10,Sagar,Raj,Raj,Vijayendra
Crime,7,20,Baidya,Ajay,Manil,Puneet
Drama,6,12,Kumar,Prem,Mohan,Nalini
Drama,6,37,Bhatia,Dharmendra,Mala,Mehmood
Drama,7,15,Suryah,Shankanada,Devraj,Charu
Musical,6,28,Sahni,Shashi,Nanda,Balraj
Biography,7,21,Madhvani,Sonam,Shabana,Yogendra
Family,5,23,Ganguly,Shashi,Jeetendra,Rekha
Action,5,32,Khosla,Sunil,Saira,Vinod
Biography,5,12,Kumar,Rita,Girish,Anupam
Biography,7,1,Benegal,Vinay,Ila,Pankaj
Biography,7,25,Gupta,Abhi,Jaymala,Ulhas
Crime,6,10,Khan,John,Katrina,Neil
Comedy,7,17,Masurkar,Rajkummar,Pankaj,Anjali
Drama,6,15,Manjrekar,Shivaji,Reema,Nisha
Crime,6,5,Saigal,Ashok,Kamini,Mubarak
Romance,7,9,Hemchand,Suraiya,Shyama,Agha
Action,7,32,Kodandarami,Nandamuri,Vijayshanti,Amrish
Drama,6,30,Mukherjee,Madhubala,Dev,Mazhar
Action,4,12,Dewan,Sadashiv,Malvika,Sharokh
Drama,6,7,Desai,Nalini,Mukesh,Satish
Drama,4,6,Sagar,Vinod,Yogeeta,Sujit
Drama,7,6,Tandon,Navin,Anupama,Rehman
Drama,5,14,Osten,Devika,Ashok,Maya
Action,6,7,Wasia,Indrani,Rakesh,Baby
Action,6,43,Mohan,Sikandar,Rajesh,Jeetendra
Drama,5,1,Gopal,Amitabh,Jiah,Revathi
Drama,4,10,Irani,Sanjeev,Nazima,Prem
Drama,5,6,Vasan,Bhanumati,J.S.,R.
Drama,7,6,Mirza,Madhubala,Ashok,Shyama
Action,5,22,Raghavendra,Jeetendra,Poonam,Shreeram
Drama,5,30,N.,Mithun,Rekha,Paresh
Drama,6,7,Shamsheer,Amar,Rajan,Jeevan
Comedy,6,11,Bazmee,Anil,Fardeen,Salman
Crime,6,30,Libik,Coral,Chirag,Gaurav
Biography,7,11,Kumar,Rani,Vidya,Myra
Action,4,2,Bazmee,Anil,Sanjay,Akshaye
Drama,7,6,Kashyap,John,Ayesha,Paresh
Drama,7,46,Baidya,Puja,Syed,Sayantika
Drama,4,5,Engineer,Chitra,Jagdeep,Lalita
Drama,6,18,Sadiq,Meena,Pradeep,Rehman
Drama,6,2,Kakkar,Zaheer,Pranutan,Mir
Biography,5,1,Krishna,Nandamuri,Vidya,Satyanarayana
Horror,6,10,Sinha,Aishwaryaa,Nakul,Rimi
Action,4,19,Kumar,Ishrat,Arun,Rakesh
Drama,5,39,D'Souza,Jeetendra,Jaya,Sumeet
Action,5,15,Ranawat,Tinnu,Aparajita,Asrani
Drama,5,31,Aadarsh,Natasha,Mohnish,Vikhyat
Drama,6,44,Shera,Tom,Akash,Jamie
Drama,5,8,N.,Rajit,Archana,Geshe
Drama,7,14,Sircar,Varun,Banita,Gitanjali
Horror,5,13,Raza,Danish,Priyanka,Amit
Drama,6,20,Cheklich,Diane,Ratnabali,Neil
Comedy,4,1,Mehta,Shah,Deepa,Javed
Drama,5,3,Ali,Aditya,Shraddha,Naseeruddin
Comedy,5,17,Sahay,Asrani,Shakti,Kader
Horror,5,6,Ramsay,Tulsi,Rajesh,Mandakini
Drama,5,1,Kher,Waheeda,Anil,Fardeen
Action,6,40,Khan,Shah,Deepika,Arjun
Action,7,2,Mehta,Rajkummar,Rajesh,Satwant
Comedy,4,12,Gupta,Seema,Shweta,Zakir
Action,7,16,Luthria,Ajay,Emraan,Kangana
Action,4,6,Luthria,Akshay,Imran,Sonakshi
Action,5,4,K.,Shah,Jackie,Juhi
Action,5,1,Nanda,Anupam,Kumud,Esha
Comedy,5,39,Singh,Vikram,Gabriella,Smriti
Thriller,7,15,Khare,Kabina,Gulshan,Javed
Comedy,5,2,Dhir,Tusshar,Sunil,Paresh
Comedy,5,22,Ram,Abir,Garima,Honeypreet
Drama,6,11,Khan,Prayag,Sanjeev,Shabana
Drama,7,46,Majumdar,Ashok,Raaj,Feroz
Adventure,6,51,Makhija,Raju,Seema,Priyanka
Action,5,14,Santoshi,Saroja,Ajit,K.N.
Drama,6,23,Sethumadhavan,Kamal,Shobha,Jayan
Drama,4,25,Yadav,Frank,Ramnita,Preeti
Action,7,16,Banerjee,Abhay,Paresh,Neetu
Comedy,7,11,Balki,Amitabh,Abhishek,Vidya
Romance,6,40,Augustine,Karann,Aarthi,Dr.
Crime,7,2,Kashyap,Kay,Aditya,Joy
Action,4,11,Bhakri,Salma,Raj,Birbal
Action,6,25,Mitra,Mahendra,Sarika,Amjad
Musical,7,26,Raj,Shashi,Sharmila,Ajit
Action,5,29,Sharma,Rita,Sangeeta,Mithun
Action,7,51,Ralhan,Sunil,Sanjeev,Zeenat
Drama,5,21,Kanwar,Rajesh,Jaya,Shatrughan
Action,4,54,Malhotra,Dharmendra,Jeetendra,Jaya
Drama,4,1,Ukey,Adil,Nana,Shahid
Comedy,7,22,Balki,Akshay,Radhika,Sonam
Drama,7,28,Leela,Deepika,Ranveer,Shahid
Drama,7,12,Rajaram,Mazhar,Gajanan,Anees
Drama,5,31,Bhatia,Ravi,Yashpal,Nidhi
Drama,7,6,Bhandarkar,Konkona,Atul,Sandhya
Comedy,6,7,Bist,Sanya,Sayani,Sheeba
Comedy,6,10,Kavthekar,Aps,Aditya,Mandeep
Drama,7,33,Nanda,Satyajeet,Nameeta,Abka
Comedy,6,12,Palekar,Shah,Rani,Anupam
Action,6,1,Krishna,Sunil,Sudeep,Sushant
Drama,6,7,Damodaran,Prakash,Geetanjali,Ritabhari
Comedy,4,11,N.,Ashok,Mala,Biswajit
Action,5,22,Kanwar,Bindu,Gulshan,Nivedita
Drama,6,26,Ganguly,Shashi,Sanjeev,Zeenat
Crime,6,8,Gupta,Anmol,Sumeet,Sikander
Action,4,1,Deol,Karan,Sahher,Kallirroi
Romance,4,12,Krishna,Ajay,Mahie,Vinod
Action,6,48,S.,Jackie,Poonam,Farha
Drama,5,35,Kaul,S.U.,Rajendra,Waheeda
Action,6,43,Pandya,Naseeruddin,Praveen,Pallavi
Action,5,17,Bali,Anurag,Sumit,Rakhi
Comedy,7,9,Eswaran,Aravind,M.S.,Regina
Drama,6,13,Bhakri,Raaj,Pandharibai,Shyama
Drama,6,12,Bhattacharya,Seema,Nabendu,Akbar
Action,5,9,Shelly,Kiran,Nazneen,Mehmood
Drama,6,5,Iyer,Kangana,Jassie,Richa
Action,5,4,Gowariker,Arjun,Sanjay,Kriti
Drama,7,17,Paranjape,Milind,Veeni,Raghuvir
Crime,7,53,Shah,Nargis,Raj,Dulari
Drama,6,13,Desai,Anupam,Jaswinder,Master
Action,5,22,Kumar,Rakesh,Mithun,Moushumi
War,6,52,Kaul,Saeed,Kulbhushan,Hema
Action,5,1,Chopra,Sunil,Vinod,Aamir
Drama,7,6,Thakur,Kamini,Madhubala,Amir
Drama,6,28,Dixit,Sanjeev,Rakhee,Shatrughan
Adventure,6,41,Mistry,Gitanjali,Mahipal,Nalini
Action,4,46,Sarja,Abbas,Rahul,Kiran
Drama,6,59,Bhatia,Hema,Rakesh,Balraj
Drama,4,5,Kumar,Abhinav,Lubna,Bharat
Romance,6,6,Rajaram,Vanamala,Ulhas,Shantarin
Drama,7,4,Yadav,Tannishtha,Radhika,Surveen
Drama,5,16,Rajaram,Shantaram,Jayashree,Sandhya
Drama,6,10,Chand,Vinod,Reshma,Bindu
Crime,7,25,Bapaiah,Laxmikant,Pankaj,Adi
Action,5,10,Shankar,Vinod,Yogeeta,Pran
Drama,7,14,Ghai,Shah,Mahima,Amrish
Drama,7,15,Sadiq,Madhubala,Rehman,Karan
Mystery,6,12,Kumar,Mumtaz,Biswajit,Kanan
Action,4,20,N.,Mithun,Sumalatha,Varsha
Action,4,13,Pratap,Meeraj,Sakshi,Avtar
Fantasy,6,5,Roy,Anushka,Parambrata,Rajat
Drama,7,53,Jha,Basant,Surekha,Sudhir
Action,7,3,Vinod,Jackie,Anil,Nana
Drama,7,8,Sarkar,Vidya,Saif,Sanjay
Drama,7,51,K.,Mithun,Meenakshi,Shakti
Comedy,7,21,Kumar,Kishore,Usha,Durga
Comedy,6,23,P.,Jeetendra,Nanda,Om
Action,7,21,Sharma,John,Boman,Diana
Comedy,5,11,Dhawan,Salman,Govinda,Lara
Drama,7,15,Nanda,K.L.,Suraiya,Najma
Action,5,17,Gaekwad,Siddharth,Shilpa,Avinash
Drama,7,1,Dholakia,Naseeruddin,Corin,Sarika
Crime,6,26,Chakravorty,Madhubala,Pradeep,K.N.
Action,7,3,Bhardwaj,Sanya,Radhika,Sunil
Drama,7,19,Ghose,Shabana,Shafiq,Om
Comedy,6,19,Duggal,Suraj,Mala,Rajendra
Action,5,17,Kapoor,Shashi,Vimi,Ajit
Comedy,6,26,Singh,Nigar,Shyam,Raj
Drama,4,14,Khan,Prem,Mumtaz,Master
Crime,4,15,Bahry,Om,Anuradha,Deepika
Comedy,6,29,Akbar,Sanjeev,Nanda,Mumtaz
Drama,4,42,Kohli,Salma,Harbans,Birbal
Comedy,5,6,Aziz,Kartik,Bhumi,Ananya
Drama,4,8,Saxena,Sarvar,Usha,Amita
Drama,5,8,Advani,Rishi,Dimple,Akshay
Drama,5,24,Sasi,Shoma,Vikram,Raj
Drama,4,7,Gupta,Amit,Dimple,Pushpendra
Drama,4,29,Yadav,Sharad,Payal,Hyder
Action,6,57,Malhotra,Dharmendra,Hema,Vinod
Action,5,5,Birje,Dharmendra,Raza,Anil
Drama,5,6,Mohan,Padmini,Danny,Kader
Action,5,1,Balani,Salman,Raveena,Kiran
Comedy,7,9,Jagneshwar,Mehmood,Ameeta,Jeevan
Drama,6,7,Thaliyath,Sunil,Padmini,Ragini
Romance,5,18,Bose,Alankar,Roobini,Surinder
Action,4,12,Raman,Kishore,Jyothi,Rajshri
